Date	Open	High	Low	Close	Adj Close	Volume
2016-08-19	61300.0	61300.0	59900.0	60100.0	60100.0	553222
2016-08-22	60200.0	61400.0	59700.0	60000.0	60000.0	427682
2016-08-23	60300.0	60700.0	59200.0	59300.0	59300.0	339312
2016-08-24	59400.0	60000.0	58000.0	58800.0	58800.0	380047
2016-08-25	58800.0	59800.0	58400.0	59500.0	59500.0	337081
2016-08-26	58700.0	59200.0	57500.0	57800.0	57800.0	431214
2016-08-29	57000.0	57300.0	56300.0	56700.0	56700.0	347676
2016-08-30	56900.0	57100.0	54400.0	54800.0	54800.0	851065
2016-08-31	54400.0	54900.0	53100.0	53200.0	53200.0	660790
2016-09-01	52300.0	52800.0	51000.0	52000.0	52000.0	925078
2016-09-02	51600.0	52800.0	51400.0	52700.0	52700.0	495837
2016-09-05	52300.0	52900.0	52000.0	52600.0	52600.0	480293
2016-09-06	53000.0	53700.0	52300.0	53600.0	53600.0	525523
2016-09-07	53800.0	53900.0	52900.0	53000.0	53000.0	291165
2016-09-08	52900.0	53200.0	52500.0	52500.0	52500.0	275440
2016-09-09	52300.0	53000.0	51300.0	51600.0	51600.0	377353
2016-09-12	50000.0	50300.0	47400.0	47700.0	47700.0	1958606
2016-09-13	48700.0	49850.0	48500.0	48700.0	48700.0	808938
2016-09-19	48300.0	49450.0	48250.0	48750.0	48750.0	440261
2016-09-20	48600.0	49650.0	48600.0	48900.0	48900.0	348114
2016-09-21	49050.0	50000.0	49000.0	49900.0	49900.0	428777
2016-09-22	49800.0	50300.0	49500.0	49550.0	49550.0	318642
2016-09-23	49200.0	49700.0	49000.0	49150.0	49150.0	387974
2016-09-26	49200.0	49250.0	48600.0	48700.0	48700.0	269044
2016-09-27	48650.0	49100.0	48500.0	48950.0	48950.0	169590
2016-09-28	48800.0	49200.0	48350.0	48350.0	48350.0	287724
2016-09-29	48750.0	49600.0	48500.0	49350.0	49350.0	329197
2016-09-30	49350.0	49350.0	48700.0	48900.0	48900.0	229223
2016-10-04	49150.0	49550.0	49000.0	49050.0	49050.0	171497
2016-10-05	49050.0	49050.0	48350.0	48400.0	48400.0	306708
2016-10-06	48600.0	48850.0	48350.0	48450.0	48450.0	298717
2016-10-07	48350.0	48750.0	48050.0	48150.0	48150.0	262355
2016-10-10	47150.0	48900.0	47100.0	47800.0	47800.0	490727
2016-10-11	48100.0	48200.0	47300.0	47500.0	47500.0	385295
2016-10-12	47000.0	48150.0	47000.0	48050.0	48050.0	229350
2016-10-13	48050.0	48150.0	47200.0	47300.0	47300.0	240839
2016-10-14	47250.0	47800.0	47250.0	47550.0	47550.0	182098
2016-10-17	47850.0	47850.0	47300.0	47300.0	47300.0	182420
2016-10-18	47150.0	47500.0	47100.0	47300.0	47300.0	149976
2016-10-19	47300.0	47950.0	47300.0	47350.0	47350.0	175710
2016-10-20	47400.0	47450.0	47100.0	47100.0	47100.0	221477
2016-10-21	47350.0	48750.0	47050.0	48150.0	48150.0	375137
2016-10-24	48700.0	49050.0	48200.0	48350.0	48350.0	258556
2016-10-25	48350.0	48400.0	47750.0	47800.0	47800.0	217204
2016-10-26	47850.0	47900.0	47100.0	47250.0	47250.0	223924
2016-10-27	47300.0	48350.0	47300.0	48000.0	48000.0	277896
2016-10-28	48100.0	48450.0	47400.0	48350.0	48350.0	248303
2016-10-31	48200.0	48200.0	47100.0	47100.0	47100.0	323617
2016-11-01	47100.0	47200.0	46300.0	46550.0	46550.0	256549
2016-11-02	46100.0	46200.0	45350.0	45400.0	45400.0	369063
2016-11-03	44950.0	46350.0	44800.0	45950.0	45950.0	229151
2016-11-04	46000.0	46400.0	45350.0	45600.0	45600.0	242692
2016-11-07	46250.0	47900.0	46100.0	47800.0	47800.0	364493
2016-11-08	48400.0	48450.0	47200.0	48000.0	48000.0	168677
2016-11-09	48350.0	48350.0	45850.0	47000.0	47000.0	471024
2016-11-10	47500.0	48000.0	47150.0	47950.0	47950.0	276778
2016-11-11	47550.0	47650.0	46800.0	46850.0	46850.0	233490
2016-11-14	47050.0	47150.0	46400.0	46800.0	46800.0	192320
2016-11-15	48700.0	51000.0	48650.0	49900.0	49900.0	1766428
2016-11-16	50700.0	50900.0	48650.0	49050.0	49050.0	670298
2016-11-17	49000.0	49950.0	48550.0	48850.0	48850.0	315940
2016-11-18	48850.0	49100.0	48000.0	48100.0	48100.0	323121
2016-11-21	47950.0	48450.0	47450.0	48150.0	48150.0	212684
2016-11-22	48050.0	48100.0	47200.0	47650.0	47650.0	413190
2016-11-23	47500.0	47750.0	47000.0	47000.0	47000.0	279727
2016-11-24	47000.0	47000.0	45750.0	45850.0	45850.0	345782
2016-11-25	45850.0	46500.0	45650.0	46150.0	46150.0	142528
2016-11-28	45800.0	46750.0	45800.0	46300.0	46300.0	146642
2016-11-29	45950.0	46850.0	45950.0	46500.0	46500.0	154982
2016-11-30	46800.0	47000.0	46300.0	46300.0	46300.0	284271
2016-12-01	46500.0	47000.0	45900.0	46750.0	46750.0	209680
2016-12-02	46450.0	46800.0	46250.0	46600.0	46600.0	153604
2016-12-05	46450.0	46500.0	45800.0	46000.0	46000.0	268606
2016-12-06	46100.0	46700.0	46100.0	46250.0	46250.0	371954
2016-12-07	46500.0	46650.0	45300.0	45750.0	45750.0	444773
2016-12-08	46100.0	46200.0	45350.0	45350.0	45350.0	685196
2016-12-09	45150.0	45800.0	44900.0	45700.0	45700.0	352700
2016-12-12	45700.0	46250.0	45500.0	45550.0	45550.0	299953
2016-12-13	45750.0	45950.0	45550.0	45750.0	45750.0	288448
2016-12-14	46000.0	46500.0	45850.0	45950.0	45950.0	319640
2016-12-15	46050.0	46300.0	45850.0	46200.0	46200.0	247693
2016-12-16	46200.0	46400.0	45750.0	45900.0	45900.0	327448
2016-12-19	46000.0	47750.0	46000.0	47550.0	47550.0	662942
2016-12-20	47550.0	48350.0	47050.0	47950.0	47950.0	511987
2016-12-21	48350.0	49200.0	47700.0	47750.0	47750.0	664323
2016-12-22	47750.0	48450.0	47650.0	48100.0	48100.0	306607
2016-12-23	48150.0	49450.0	48100.0	49400.0	49400.0	578728
2016-12-26	49800.0	49800.0	48950.0	49350.0	49350.0	338554
2016-12-27	49450.0	50700.0	49400.0	50300.0	50300.0	729946
2016-12-28	50200.0	50800.0	49600.0	50400.0	50400.0	523014
2016-12-29	50400.0	50900.0	49850.0	50800.0	50800.0	331263
2017-01-02	50400.0	50800.0	49850.0	50500.0	50500.0	264982
2017-01-03	51000.0	52300.0	50800.0	52100.0	52100.0	545167
2017-01-04	51800.0	52100.0	51300.0	51700.0	51700.0	355343
2017-01-05	51900.0	52400.0	51500.0	52000.0	52000.0	281546
2017-01-06	52200.0	52800.0	51800.0	51900.0	51900.0	265249
2017-01-09	52000.0	52000.0	50400.0	50700.0	50700.0	479405
2017-01-10	50800.0	51900.0	50600.0	50700.0	50700.0	379145
2017-01-11	50700.0	51800.0	50300.0	51500.0	51500.0	332095
2017-01-12	51300.0	52300.0	51100.0	51900.0	51900.0	286429
2017-01-13	51400.0	51700.0	50700.0	50800.0	50800.0	322325
2017-01-16	50700.0	51300.0	50300.0	50500.0	50500.0	302482
2017-01-17	50300.0	51100.0	50300.0	50600.0	50600.0	231985
2017-01-18	50600.0	52700.0	50600.0	52600.0	52600.0	660671
2017-01-19	53100.0	53100.0	52000.0	52200.0	52200.0	469082
2017-01-20	52400.0	53400.0	52100.0	52900.0	52900.0	476761
2017-01-23	53500.0	54800.0	53500.0	54200.0	54200.0	768183
2017-01-24	54100.0	54800.0	53900.0	54700.0	54700.0	409267
2017-01-25	54500.0	57400.0	54500.0	56600.0	56600.0	1195913
2017-01-26	56900.0	58100.0	55700.0	56400.0	56400.0	899782
2017-01-31	56400.0	57200.0	56000.0	56700.0	56700.0	390338
2017-02-01	56800.0	57300.0	55200.0	56700.0	56700.0	569978
2017-02-02	56300.0	57800.0	55600.0	55900.0	55900.0	593896
2017-02-03	55900.0	56600.0	55300.0	56000.0	56000.0	411571
2017-02-06	56600.0	56600.0	55600.0	56200.0	56200.0	258381
2017-02-07	56400.0	56500.0	55800.0	56100.0	56100.0	224546
2017-02-08	56100.0	56200.0	54700.0	55100.0	55100.0	523030
2017-02-09	55100.0	57400.0	55000.0	57400.0	57400.0	667152
2017-02-10	57600.0	57800.0	56500.0	56600.0	56600.0	430606
2017-02-13	56900.0	57000.0	55100.0	55500.0	55500.0	426847
2017-02-14	55600.0	56400.0	55000.0	55600.0	55600.0	340861
2017-02-15	55400.0	56600.0	55100.0	56600.0	56600.0	382765
2017-02-16	56900.0	59300.0	56900.0	58800.0	58800.0	1451066
2017-02-17	58200.0	59600.0	58000.0	59200.0	59200.0	693416
2017-02-20	60000.0	60300.0	59200.0	59700.0	59700.0	547849
2017-02-21	59700.0	60200.0	59400.0	59900.0	59900.0	368933
2017-02-22	60100.0	60200.0	59400.0	59900.0	59900.0	278175
2017-02-23	60100.0	61300.0	59700.0	60800.0	60800.0	493987
2017-02-24	61100.0	61100.0	57600.0	58300.0	58300.0	855809
2017-02-27	58400.0	58500.0	57300.0	58000.0	58000.0	495145
2017-02-28	58400.0	58800.0	57800.0	58500.0	58500.0	361623
2017-03-02	59100.0	59300.0	58200.0	58300.0	58300.0	385869
2017-03-03	57700.0	58800.0	57600.0	58700.0	58700.0	250008
2017-03-06	58800.0	60200.0	58300.0	59800.0	59800.0	467025
2017-03-07	60000.0	60400.0	59700.0	60000.0	60000.0	358215
2017-03-08	60100.0	60900.0	59500.0	60100.0	60100.0	353473
2017-03-09	59900.0	60100.0	58600.0	58600.0	58600.0	432363
2017-03-10	59000.0	59400.0	57900.0	58800.0	58800.0	354570
2017-03-13	58800.0	61400.0	58800.0	61200.0	61200.0	729098
2017-03-14	61300.0	62500.0	61100.0	62200.0	62200.0	745728
2017-03-15	62300.0	63500.0	62300.0	62700.0	62700.0	517711
2017-03-16	63300.0	64000.0	62500.0	64000.0	64000.0	746832
2017-03-17	63900.0	66800.0	63500.0	66300.0	66300.0	1159979
2017-03-20	66700.0	67400.0	65900.0	66900.0	66900.0	543321
2017-03-21	67000.0	67500.0	65600.0	67400.0	67400.0	647728
2017-03-22	66600.0	68400.0	66400.0	67600.0	67600.0	471131
2017-03-23	68100.0	68100.0	66600.0	67400.0	67400.0	477059
2017-03-24	67500.0	68900.0	67400.0	68200.0	68200.0	405708
2017-03-27	68100.0	68500.0	66200.0	66300.0	66300.0	511488
2017-03-28	66800.0	67700.0	65500.0	66000.0	66000.0	486924
2017-03-29	66400.0	69400.0	65600.0	69000.0	69000.0	993872
2017-03-30	69800.0	70400.0	68300.0	69200.0	69200.0	703041
2017-03-31	69200.0	70300.0	68800.0	69500.0	69500.0	438173
2017-04-03	70000.0	70000.0	68300.0	69000.0	69000.0	329334
2017-04-04	68400.0	68500.0	67100.0	67600.0	67600.0	483022
2017-04-05	66600.0	68200.0	66000.0	68100.0	68100.0	606466
2017-04-06	67900.0	68600.0	67300.0	68600.0	68600.0	319483
2017-04-07	68300.0	69000.0	67100.0	67900.0	67900.0	408976
2017-04-10	68000.0	69900.0	67700.0	68700.0	68700.0	563643
2017-04-11	68400.0	68800.0	67400.0	68000.0	68000.0	386208
2017-04-12	68300.0	69500.0	68200.0	69200.0	69200.0	399233
2017-04-13	69400.0	69700.0	68300.0	69200.0	69200.0	395851
2017-04-14	68700.0	69000.0	66800.0	67500.0	67500.0	494310
2017-04-17	67300.0	68000.0	67100.0	67400.0	67400.0	244812
2017-04-18	67800.0	68300.0	67500.0	68000.0	68000.0	303898
2017-04-19	68200.0	68500.0	67700.0	68200.0	68200.0	294538
2017-04-20	68100.0	68100.0	66600.0	67000.0	67000.0	552349
2017-04-21	67500.0	69400.0	67200.0	69200.0	69200.0	738359
2017-04-24	69800.0	69800.0	68800.0	69300.0	69300.0	348238
2017-04-25	69700.0	70700.0	69300.0	70400.0	70400.0	711139
2017-04-26	70900.0	71800.0	69100.0	70600.0	70600.0	1138251
2017-04-27	71000.0	72900.0	70000.0	72900.0	72900.0	1128276
2017-04-28	72700.0	74900.0	72400.0	73100.0	73100.0	806660
2017-05-02	73100.0	74500.0	72400.0	73000.0	73000.0	422194
2017-05-04	73300.0	75000.0	73200.0	75000.0	75000.0	610789
2017-05-08	75400.0	76500.0	74500.0	76500.0	76500.0	716308
2017-05-10	76700.0	78000.0	75900.0	75900.0	75900.0	542400
2017-05-11	76600.0	78000.0	76000.0	78000.0	78000.0	572700
2017-05-12	78000.0	78000.0	76800.0	77400.0	77400.0	424588
2017-05-15	77600.0	77600.0	75400.0	76400.0	76400.0	484475
2017-05-16	77000.0	77900.0	76100.0	76800.0	76800.0	407480
2017-05-17	76300.0	77100.0	76100.0	76600.0	76600.0	316465
2017-05-18	75500.0	76300.0	75200.0	75600.0	75600.0	408268
2017-05-19	75900.0	79300.0	75900.0	78600.0	78600.0	860919
2017-05-22	79700.0	80300.0	78900.0	79400.0	79400.0	491747
2017-05-23	79800.0	81400.0	79800.0	81000.0	81000.0	702921
2017-05-24	81700.0	83100.0	81500.0	83100.0	83100.0	766024
2017-05-25	83200.0	83300.0	81700.0	82400.0	82400.0	560600
2017-05-26	82600.0	83100.0	81700.0	82300.0	82300.0	452177
2017-05-29	82900.0	84400.0	82900.0	84100.0	84100.0	501168
2017-05-30	84700.0	84800.0	82500.0	83000.0	83000.0	552819
2017-05-31	82800.0	82800.0	81500.0	82500.0	82500.0	796415
2017-06-01	82400.0	82600.0	81800.0	82000.0	82000.0	291177
2017-06-02	82600.0	83900.0	82300.0	83800.0	83800.0	485700
2017-06-05	84100.0	84400.0	82600.0	83500.0	83500.0	339859
2017-06-07	83200.0	84000.0	82800.0	82900.0	82900.0	374869
2017-06-08	83700.0	85900.0	82900.0	85200.0	85200.0	949152
2017-06-09	85800.0	86400.0	84700.0	86100.0	86100.0	523707
2017-06-12	85100.0	85700.0	82300.0	82400.0	82400.0	1006493
2017-06-13	81700.0	84000.0	81700.0	83700.0	83700.0	579653
2017-06-14	84800.0	86400.0	84500.0	85100.0	85100.0	723879
2017-06-15	84200.0	86400.0	84200.0	86000.0	86000.0	621311
2017-06-16	85600.0	89500.0	85500.0	89400.0	89400.0	1111493
2017-06-19	90300.0	94300.0	89900.0	93800.0	93800.0	1173788
2017-06-20	95400.0	96500.0	93400.0	94100.0	94100.0	801933
2017-06-21	93200.0	96100.0	91000.0	95000.0	95000.0	824813
2017-06-22	96300.0	100000.0	96000.0	100000.0	100000.0	1925614
2017-06-23	101500.0	102500.0	99100.0	100500.0	100500.0	729619
2017-06-26	101000.0	110000.0	99600.0	110000.0	110000.0	1520608
2017-06-27	110500.0	112000.0	106500.0	109500.0	109500.0	1404877
2017-06-28	106500.0	108000.0	102000.0	102500.0	102500.0	1868011
2017-06-29	104500.0	105500.0	99900.0	101500.0	101500.0	1771828
2017-06-30	99500.0	103000.0	98700.0	102000.0	102000.0	1157677
2017-07-03	101500.0	103000.0	96600.0	97500.0	97500.0	1559815
2017-07-04	97200.0	99800.0	96400.0	98100.0	98100.0	1035575
2017-07-05	98900.0	103000.0	98700.0	101500.0	101500.0	1277231
2017-07-06	103000.0	104000.0	98500.0	99800.0	99800.0	1256348
2017-07-07	98500.0	102000.0	98500.0	99300.0	99300.0	698903
2017-07-10	101000.0	101500.0	98500.0	99300.0	99300.0	560828
2017-07-11	100000.0	102000.0	99500.0	102000.0	102000.0	812891
2017-07-12	103000.0	104000.0	99600.0	100000.0	100000.0	717474
2017-07-13	101500.0	106500.0	100500.0	104500.0	104500.0	1521245
2017-07-14	106000.0	108500.0	103500.0	104000.0	104000.0	1009714
2017-07-17	105500.0	106500.0	103500.0	106000.0	106000.0	691856
2017-07-18	105500.0	107000.0	104500.0	105500.0	105500.0	432968
2017-07-19	106000.0	106500.0	101000.0	102000.0	102000.0	992179
2017-07-20	102500.0	103000.0	99700.0	102000.0	102000.0	886832
2017-07-21	102000.0	106000.0	101000.0	106000.0	106000.0	1142843
2017-07-24	108000.0	109000.0	105000.0	106500.0	106500.0	996745
2017-07-25	106500.0	107000.0	103000.0	103500.0	103500.0	695550
2017-07-26	102500.0	103500.0	99100.0	99500.0	99500.0	1337274
2017-07-27	99500.0	102500.0	99300.0	100000.0	100000.0	840017
2017-07-28	99100.0	99400.0	91500.0	91900.0	91900.0	2581821
2017-07-31	90500.0	94700.0	89100.0	93700.0	93700.0	1449073
2017-08-01	92300.0	95200.0	92000.0	92600.0	92600.0	1074159
2017-08-02	95900.0	96800.0	94300.0	95200.0	95200.0	1106105
2017-08-03	95700.0	96000.0	91600.0	92700.0	92700.0	929298
2017-08-04	92600.0	94300.0	90500.0	93700.0	93700.0	797859
2017-08-07	94400.0	95300.0	93700.0	93800.0	93800.0	519340
2017-08-08	94300.0	96500.0	94300.0	96200.0	96200.0	688875
2017-08-09	95300.0	95800.0	92600.0	92800.0	92800.0	748961
2017-08-10	92000.0	94400.0	90200.0	92600.0	92600.0	1035210
